date,close,open,high,low,change_pct,return_close,log_return_close,ma5,ma20
,6765.88,6697.03,6776.4,6659.98,0.0091,,,6765.88,6765.88
,6705.12,6636.54,6715.75,6630.7,0.0155,-0.008980354366320498,-0.009020920798512268,6735.5,6735.5
,6602.99,6555.77,6660.05,6521.92,0.0098,-0.015231643878111045,-0.015348836917048712,6691.329999999999,6691.329999999999
,6538.76,6737.93,6770.35,6534.05,-0.015600000000000001,-0.00972741136969757,-0.009775031702356623,6653.1875,6653.1875
,6642.16,6625.84,6689.75,6603.5,0.0038,0.01581339581204988,0.015689666748388516,6650.982000000001,6650.982000000001
,6617.32,6641.19,6666.63,6574.32,-0.0083,-0.0037397473111157042,-0.003746757649478374,6621.2699999999995,6645.371666666666
,6672.41,6713.61,6754.5,6638.9,-0.0092,0.008325122557168108,0.008290659863030386,6614.728,6649.234285714286
,6734.11,6672.14,6774.31,6646.87,-0.0005,0.009247033680484185,0.009204541614054065,6640.952,6659.84375
,6737.49,6826.47,6828.05,6724.72,-0.0166,0.0005019223030215958,0.0005017963821556926,6680.697999999999,6668.471111111111
,6850.92,6867.77,6869.91,6829.62,0.0006,0.016835646509308466,0.016695497821198862,6722.45,6686.716
,6846.61,6815.64,6855.13,6806.87,0.0021,-0.0006291125863387981,-0.0006293105606984051,6768.308,6701.251818181819
,6832.43,6785.36,6841.32,6770.56,0.0154,-0.0020710979594280587,-0.0020732456487024473,6800.312,6712.183333333333
,6728.8,6696.18,6730.11,6631.44,0.0013,-0.015167370906105204,-0.015283571949665876,6799.25,6713.461538461538
,6720.32,6787.59,6796.68,6707.51,-0.011200000000000002,-0.00126025442872435,-0.0012610492171641864,6795.816000000001,6713.951428571428
,6796.29,6769.77,6829.78,6763.11,0.0037,0.011304521213275631,0.011241102610422745,6784.889999999999,6719.440666666666
,6771.55,6788.52,6820.21,6766.71,-0.011699999999999999,-0.0036402213560633445,-0.0036468630849651866,6769.878,6722.6975
,6851.97,6882.32,6882.32,6820.62,0.0017000000000000001,0.011876158338932852,0.011806190194192273,6773.786,6730.301764705882
,6840.2,6879.17,6879.17,6814.26,0.0026,-0.0017177541641310023,-0.0017192311955087436,6796.066000000001,6736.407222222222
,6822.34,6860.5,6880.75,6820.69,-0.009899999999999999,-0.002611034765065301,-0.0026144494615601183,6816.469999999999,6740.93
,6890.59,6910.95,6920.34,6851.91,0.0,0.010003898955490254,0.00995419119768749,6835.33,6748.4130000000005
,6890.89,6897.74,6911.3,6870.73,0.0023,4.353763610964734e-05,4.3536688374276334e-05,6859.197999999999,6754.6635
,6875.16,6845.46,6877.28,6843.94,0.0123,-0.002282724002269698,-0.00228533338846695,6863.836,6763.1655
,6791.69,6772.07,6807.11,6772.07,0.0079,-0.012140808359369148,-0.012215109973364861,6854.134,6772.600499999999
,6738.44,6703.65,6749.53,6700.14,0.0058,-0.007840463860983027,-0.007871361907068443,6837.354000000001,6782.5845
,6699.4,6741.34,6741.75,6655.69,-0.0053,-0.005793625824374815,-0.0058104739805955015,6799.116,6785.4465
,6735.35,6736.75,6752.16,6722.03,0.0,0.005366152192733731,0.005351805698817049,6768.008,6791.348
,6735.13,6690.05,6744.35,6690.05,0.010700000000000001,-3.2663484451522784e-05,-3.2664017914747584e-05,6740.001999999999,6794.4839999999995
,6664.01,6613.27,6678.88,6603.76,0.0053,-0.010559558612825537,-0.010615706365319779,6714.466,6790.978999999999
,6629.07,6689.02,6709.34,6593.99,-0.0063,-0.005243089371114507,-0.0052568825980634105,6692.592,6785.558
,6671.06,6688.27,6724.12,6612.11,0.004,0.006334221844089827,0.006314244975138848,6686.923999999999,6776.565
,6644.31,6602.49,6680.7,6555.07,-0.0016,-0.004009857503904923,-0.004017918538789379,6668.716,6766.45
,6654.72,6622.53,6668.68,6620.71,0.015600000000000001,0.0015667541099075866,0.001565528031162674,6652.634,6757.5645
,6552.51,6740.49,6762.4,6550.78,-0.0271,-0.015359023369878821,-0.015478194983781751,6630.334,6748.75
,6735.11,6760.5,6764.58,6716.17,-0.0028000000000000004,0.027867183720436728,0.027485959970571898,6651.5419999999995,6749.489500000001
,6753.72,6723.87,6755.64,6718.09,0.0058,0.002763132302219251,0.002759321869698397,6668.0740000000005,6747.361
,6714.59,6746.14,6754.49,6699.96,-0.0038,-0.005793843985240743,-0.005810693412793414,6682.13,6744.513000000001
,6740.28,6733.86,6749.52,6717.78,0.0036,0.003825996821846145,0.0038186963112344006,6699.242,6738.9285
,6715.79,6722.14,6750.87,6705.67,0.0001,-0.0036333802156586215,-0.0036399969738822547,6731.897999999999,6732.7080000000005
,6715.35,6731.31,6731.94,6693.23,0.0006,-6.55172362447054e-05,-6.551938259257701e-05,6727.945999999999,6727.3585
,6711.2,6664.92,6718.48,6656.2,0.0034000000000000002,-0.0006179871488456445,-0.0006181781816116312,6719.442,6718.389
,6688.46,6656.19,6691.25,6641.0,0.0040999999999999995,-0.0033883657170102888,-0.003394119228470151,6714.216,6708.2675
,6661.21,6661.58,6677.31,6644.49,0.0026,-0.00407418150067429,-0.004082503589616102,6698.402,6697.57
,6643.7,6615.38,6648.97,6604.43,0.0059,-0.0026286515512947695,-0.002632112522238716,6683.9839999999995,6690.1705
,6604.72,6608.19,6619.0,6569.22,-0.005,-0.005867212547225109,-0.00588449226108204,6661.858,6683.4845000000005
,6637.97,6669.79,6672.66,6621.76,-0.0028000000000000004,0.005034278515970492,0.005021648905465325,6647.2119999999995,6680.4130000000005
,6656.92,6692.44,6699.52,6645.58,-0.0055000000000000005,0.0028547884368261833,0.002850721267084081,6640.904,6676.491499999999
,6693.75,6654.28,6698.88,6648.07,0.0044,0.005532588644598491,0.005517340092831845,6647.411999999999,6674.422500000001
,6664.36,6647.11,6671.82,6630.31,0.0049,-0.004390662931839429,-0.0044003301998514,6651.544,6674.44
,6631.96,6626.85,6656.8,6611.89,0.0048,-0.004861682142021095,-0.004873538562353379,6656.992,6674.5845
,6600.35,6604.87,6624.39,6551.15,-0.001,-0.004766313427704616,-0.004777708522363682,6649.467999999999,6671.049000000001
,6606.76,6624.13,6626.99,6600.11,-0.0013,0.0009711606202700285,0.0009706893488903032,6639.436,6669.1714999999995
,6615.28,6603.49,6619.62,6602.07,0.004699999999999999,0.0012895882399239778,0.0012887574351970001,6623.742,6667.1995
,6584.29,6590.66,6600.21,6579.49,-0.0005,-0.004684608965909165,-0.004695616136136677,6607.728,6668.7885
,6587.47,6554.41,6592.89,6545.8,0.0085,0.0004829677915159092,0.00048285120011050685,6598.83,6661.4065
,6532.04,6550.29,6555.97,6516.34,0.003,-0.008414459572491428,-0.008450060989231548,6585.168000000001,6650.3225
,6512.61,6503.33,6518.23,6483.08,0.0027,-0.0029745684349758994,-0.0029790012563325227,6566.338000000001,6640.2235
,6495.15,6498.09,6508.67,6483.29,0.0021,-0.002680952797726288,-0.0026845529877440764,6542.312,6627.967
,6481.5,6529.08,6532.65,6443.98,-0.0032,-0.002101568093115569,-0.0021037794861458016,6521.754,6616.2525
,6502.08,6456.6,6502.54,6445.98,0.0083,0.003175190928025984,0.003170160654551038,6504.6759999999995,6605.589
,6448.26,6445.82,6453.67,6416.17,0.0051,-0.008277351247600762,-0.00831179874047254,6487.92,6592.442
,6415.54,6401.51,6416.54,6360.58,-0.0069,-0.005074237081011068,-0.005087154738688022,6468.505999999999,6578.796
,6460.26,6489.28,6491.76,6444.57,-0.0064,0.006970574573613497,0.006946392429262076,6461.528,6568.7485
,6501.86,6483.84,6508.23,6466.96,0.0032,0.006439369313309351,0.006418725150929222,6465.6,6561.6565
,6481.4,6462.26,6487.06,6457.84,0.0024,-0.003146791841103891,-0.003151753401949718,6461.464,6555.4905
,6465.94,6435.49,6468.37,6429.21,0.0040999999999999995,-0.002385287129323954,-0.002388136458549287,6465.0,6546.889
,6439.32,6457.67,6466.89,6438.06,-0.0043,-0.004116957472540705,-0.004125455473915824,6469.755999999999,6536.009
,6466.91,6384.59,6478.89,6384.59,0.0152,0.004284613903331458,0.004275461080076781,6471.086,6524.6669999999995
,6370.17,6380.83,6393.65,6352.71,-0.004,-0.014959230915537636,-0.015072248733123503,6444.748,6509.9574999999995
,6395.78,6406.62,6408.4,6343.86,-0.0024,0.004020300871091287,0.0040122410562429675,6427.624,6498.1485
,6411.37,6446.24,6456.48,6400.22,-0.0059,0.0024375447560736063,0.0024345787627046227,6416.710000000001,6488.6995
,6449.15,6445.02,6455.35,6437.7,-0.0001,0.005892656327742607,0.005875362532781079,6418.676,6480.819
,6449.8,6477.38,6481.34,6441.85,-0.0029,0.00010078847600070162,0.00010078339718350898,6415.254,6472.545
,6468.54,6453.46,6473.92,6441.07,0.0003,0.0029055164501223807,0.0029013035955740975,6434.928,6466.7575
,6466.58,6462.67,6480.28,6445.02,0.0032,-0.0003030050057664102,-0.00030305092105844644,6449.088000000001,6460.713
,6445.76,6395.17,6446.55,6385.76,0.0113,-0.0032196307785568035,-0.003224824941586439,6455.965999999999,6456.398999999999
,6373.45,6389.67,6407.25,6364.06,-0.0025,-0.011218227175693873,-0.011281626080988707,6440.826,6449.441
,6389.45,6355.22,6395.16,6355.22,0.0078000000000000005,0.0025104142968093157,0.002507268470623244,6428.755999999999,6444.156000000001
,6340.0,6374.32,6389.71,6310.32,-0.0008,-0.007739320285783613,-0.0077694242484223795,6403.048,6437.081
,6345.06,6309.3,6352.83,6301.11,0.0073,0.0007981072555205415,0.0007977889372816886,6378.744,6429.2300000000005
,6299.19,6336.63,6346.0,6289.37,-0.0049,-0.007229246059138994,-0.007255503683515352,6349.43,6421.7765
,6329.94,6271.71,6330.69,6271.71,0.0147,0.004881580012668252,0.00486970373527516,6340.728,6417.496499999999
,6238.01,6287.28,6287.28,6212.69,-0.016,-0.014523044452237954,-0.014629536175939815,6310.4400000000005,6406.384
,6339.39,6427.02,6427.02,6327.64,-0.0037,0.01625197779420051,0.016121328046944505,6310.317999999999,6398.2605
,6362.9,6381.23,6396.54,6336.38,-0.0012,0.0037085587099072725,0.003701698960678981,6313.886,6392.335499999999
,6370.86,6405.62,6409.26,6363.92,-0.003,0.0012510019016487295,0.0012502200507664596,6328.219999999999,6387.581499999999
,6389.77,6397.69,6401.07,6375.79,0.0002,0.002968202095164685,0.0029638056808082287,6340.186,6385.104
,6388.64,6370.01,6395.82,6368.53,0.004,-0.00017684517596094906,-0.0001768608149128887,6370.312,6381.1905
,6363.35,6368.6,6381.31,6360.57,0.0007000000000000001,-0.003958588995466972,-0.003966444948063191,6375.103999999999,6380.8495
,6358.91,6326.9,6360.64,6317.49,0.0078000000000000005,-0.0006977456842701679,-0.0006979892220816874,6374.306,6379.005999999999
,6309.62,6306.6,6316.12,6281.71,0.0006,-0.007751328450945172,-0.00778152614671181,6362.058,6373.918500000001
,6305.6,6304.74,6336.08,6303.79,0.0014000000000000002,-0.000637122362360909,-0.0006373254110623787,6345.224,6366.741
,6296.79,6312.95,6315.61,6285.27,-0.0001,-0.0013971707688404944,-0.0013981477220054441,6326.854,6359.0905
,6297.36,6263.4,6304.69,6262.27,0.0054,9.052231375039632e-05,9.051821685299151e-05,6313.656,6350.5315
,6263.7,6254.5,6268.12,6201.59,0.0032,-0.005345096993025655,-0.005359433132147268,6294.614,6340.3875
,6243.76,6295.29,6302.04,6241.68,-0.004,-0.0031834219391093654,-0.003188499806256773,6281.442,6330.2875
,6268.56,6255.15,6273.31,6239.22,0.0014000000000000002,0.003971965610465533,0.0039640981809521345,6274.034000000001,6325.043
,6259.75,6255.68,6269.44,6237.6,-0.0033,-0.0014054264456271337,-0.0014064149836944208,6266.626,6318.557999999999
,6280.46,6266.8,6290.22,6251.44,0.0027,0.0033084388354167604,0.0033029779929136397,6263.246,6315.581
,6263.26,6243.33,6269.16,6231.43,0.0060999999999999995,-0.0027386529012205507,-0.0027424098720042647,6263.158,6311.491
,6225.52,6234.03,6242.7,6217.75,-0.0007000000000000001,-0.006025616052981908,-0.0060438433346767925,6259.51,6307.8075
,6229.98,6259.04,6262.07,6201.0,-0.0079,0.0007164060190953947,0.000716149522799646,6251.794,6302.8095
,6279.35,6246.46,6284.65,6246.46,0.0083,0.007924584027557247,0.007893349417234205,6255.714,6304.8765
,6227.42,6193.88,6227.6,6188.29,0.004699999999999999,-0.008269964247891948,-0.008304350113372374,6245.106,6299.278
,6198.01,6187.25,6210.78,6177.97,-0.0011,-0.00472266203339422,-0.0047338490372573335,6232.056,6291.0335000000005
,6204.95,6193.36,6215.08,6174.97,0.0052,0.0011197142308578822,0.0011190878184368185,6227.942000000001,6282.738
,6173.07,6150.7,6187.68,6132.35,0.0052,-0.005137833503896072,-0.005151077553744352,6216.56,6271.903
,6141.02,6112.09,6146.52,6107.27,0.008,-0.005191906134224822,-0.0052054309121065834,6188.894,6259.522
,6092.16,6104.23,6108.51,6080.09,0.0,-0.007956332987028358,-0.007988153499777271,6161.842000000001,6245.9625
,6092.18,6061.21,6101.76,6059.25,0.0111,3.2829078684404323e-06,3.28290247971019e-06,6140.676,6232.626
,6025.17,5969.67,6028.77,5943.23,0.0096,-0.010999346703478907,-0.011060286796932196,6104.719999999999,6218.403499999999
,5967.84,5999.67,6018.2,5952.56,-0.0022,-0.009515084221690007,-0.009560641855696193,6063.674,6201.5155
,5980.87,5987.93,6018.25,5971.89,-0.0003,0.002183369527333223,0.0021809894398641407,6031.644,6185.7195
,5982.72,6012.15,6023.25,5974.8,-0.0084,0.0003093195471561838,0.0003092717177278546,6009.755999999999,6169.9875
,6033.11,6004.0,6050.83,6004.0,0.009399999999999999,0.008422590393666995,0.008387318295762322,5997.942,6158.4580000000005
,5976.97,6000.56,6026.16,5963.21,-0.0113,-0.009305316826644816,-0.009348881754855199,5988.302000000001,6145.1185000000005
,6045.26,6009.9,6045.43,6003.88,0.0038,0.011425521627179025,0.011360743305409218,6003.786,6133.9535000000005
,6022.24,6049.38,6059.4,6002.32,-0.0027,-0.0038079420901665495,-0.0038152107599640976,6012.0599999999995,6122.078
,6038.81,6009.91,6043.01,6000.28,0.0055000000000000005,0.0027514678923457048,0.0027476895336659927,6023.278,6109.9955
,6005.88,6004.63,6021.31,5994.18,0.0009,-0.005453061116345803,-0.005467983326654977,6017.832,6097.1265
,6000.36,5987.06,6016.87,5978.63,0.0103,-0.000919099282703062,-0.0009195219134283695,6022.51,6085.8685
,5939.3,5985.67,5999.7,5921.2,-0.0053,-0.010176056103300413,-0.01022818611569997,6001.318,6071.3345
,5970.81,5978.94,5990.48,5966.11,0.0001,0.005305339013015109,0.005291315280563098,5991.032,6055.907499999999
,5970.37,5938.56,5981.35,5929.0,0.0058,-7.369184415528807e-05,-7.369455953263717e-05,5977.343999999999,6043.055
,5935.94,5896.68,5937.4,5861.43,0.0040999999999999995,-0.005766811772134783,-0.0057835040361741115,5963.356,6029.9515
,5911.69,5903.67,5922.14,5843.66,-0.0001,-0.004085283880901791,-0.004093651450134708,5945.622,6015.2885
,5912.17,5939.96,5943.13,5873.8,0.004,8.119505589787579e-05,8.119175975774365e-05,5940.196,6002.2435000000005
,5888.55,5925.54,5939.92,5881.88,-0.005600000000000001,-0.003995148989288211,-0.00400315091671711,5923.744000000001,5989.62
,5921.54,5854.07,5924.33,5854.07,0.020499999999999997,0.0056023978738399816,0.005586762811582691,5913.978,5981.089
,5802.82,5781.89,5829.51,5767.41,-0.0067,-0.020048838646703482,-0.020252543913121014,5887.353999999999,5966.621
,5842.01,5841.26,5878.08,5825.82,-0.0004,0.00675361289855636,0.006730909417987326,5873.418,5957.463000000001
,5844.61,5910.18,5938.37,5830.91,-0.0161,0.00044505230220415193,0.00044495329580256543,5859.906,5951.3015
,5940.46,5944.66,5953.06,5909.26,-0.0039000000000000003,0.01639972555910485,0.016266702451148432,5870.288,5949.281
,5963.6,5902.88,5968.61,5895.69,0.0009,0.003895321237749272,0.0038877541185178117,5878.7,5948.325
,5958.38,5929.09,5958.62,5907.36,0.006999999999999999,-0.0008753102153061798,-0.0008756935229844302,5909.812,5944.5885
,5916.93,5869.82,5924.21,5865.16,0.0040999999999999995,-0.006956588871471769,-0.006980898743962942,5924.796,5941.586499999999
,5892.58,5896.74,5906.55,5872.11,0.001,-0.004115309797479538,-0.004123800988772711,5934.390000000001,5933.9525
,5886.55,5854.15,5906.64,5845.02,0.0072,-0.0010233208543625194,-0.0010238448046246578,5923.608,5927.168
,5844.19,5807.2,5845.37,5786.08,0.0326,-0.007196065607189328,-0.007222082173714982,5899.726000000001,5917.437
,5659.91,5679.65,5691.69,5644.15,-0.0007000000000000001,-0.03153217126753238,-0.03204001430944965,5840.032,5900.138499999999
,5663.94,5663.6,5720.1,5635.38,0.0058,0.0007120254562351658,0.0007117720863733963,5789.433999999999,5883.3175
,5631.28,5614.18,5654.73,5578.64,0.0043,-0.005766304021582069,-0.005782993340666184,5737.173999999999,5867.9165
,5606.91,5605.87,5649.58,5586.04,-0.0077,-0.004327612905058897,-0.004337004125959871,5681.245999999999,5849.7215
,5650.38,5655.32,5683.38,5634.48,-0.0064,0.00775293343392347,0.007723033885546498,5642.4839999999995,5833.722
,5686.67,5645.88,5700.7,5642.28,0.0147,0.006422576888634124,0.006402040027831434,5647.836,5821.2585
,5604.14,5625.14,5658.91,5597.35,0.0063,-0.014512887155400223,-0.014619229243407953,5635.876,5805.881
,5569.06,5499.44,5581.84,5433.24,0.0015,-0.006259658038521465,-0.0062793318417251566,5623.432,5788.7255
,5560.83,5508.87,5571.95,5505.7,0.0058,-0.001477807744933668,-0.0014789007797954715,5614.215999999999,5772.3395
,5528.75,5529.22,5553.66,5468.64,0.0006,-0.005768922984518476,-0.005785627496394741,5589.89,5752.7
,5525.21,5489.73,5528.11,5455.86,0.0074,-0.0006402893963373124,-0.0006404944691348076,5557.598,5738.8195
,5484.77,5381.38,5489.4,5371.96,0.0203,-0.007319178818542604,-0.007346095426564612,5533.724,5720.9574999999995
,5375.86,5395.92,5469.69,5356.17,0.0167,-0.01985680347580676,-0.020056599089608444,5495.084,5697.5199999999995
,5287.76,5207.67,5309.61,5207.67,0.025099999999999997,-0.016388075582325357,-0.016523845474794605,5440.47,5664.885
,5158.2,5232.94,5232.94,5101.63,-0.0236,-0.02450186846604241,-0.02480703431398072,5366.360000000001,5624.615
,5282.7,5305.45,5328.31,5255.58,0.0013,0.024136326625566973,0.02384964922638856,5317.858,5590.831
,5275.7,5335.75,5367.24,5220.79,-0.022400000000000003,-0.0013250799780415434,-0.001325958672828667,5276.044,5558.7695
,5396.63,5411.99,5450.41,5386.44,-0.0017000000000000001,0.022922076691244797,0.022663312700996367,5280.198,5533.972
,5405.97,5441.96,5459.46,5358.02,0.0079,0.0017307097206959998,0.0017292137684180669,5303.839999999999,5509.943
,5363.36,5255.56,5381.46,5220.77,0.0181,-0.007882026722308977,-0.007913254093151072,5344.872,5485.901500000001
,5268.05,5353.15,5353.15,5115.27,-0.0346,-0.01777057665344106,-0.017930369252113564,5341.942,5466.3085
,5456.9,4965.28,5481.34,4948.43,0.09519999999999999,0.03584817911751026,0.035220587845118036,5378.182,5455.9565
,4982.77,5193.57,5267.47,4910.42,-0.015700000000000002,-0.08688632740200464,-0.09089490164871476,5295.41,5423.531
,5062.25,4953.79,5246.57,4835.04,-0.0023,0.015950967032393626,0.015825087196812356,5226.666,5396.298
,5074.08,5292.14,5292.14,5069.9,-0.059699999999999996,0.002336905526198807,0.0023341792090838484,5168.81,5367.482999999999
,5396.52,5492.74,5499.53,5390.83,-0.0484,0.063546495128181,0.061609073675880255,5194.503999999999,5352.9755
,5670.97,5580.76,5695.31,5571.48,0.0067,0.05085684848754379,0.049605877563395115,5237.318,5356.317
,5633.07,5597.53,5650.57,5558.52,0.0038,-0.006683160023770229,-0.006705592339420785,5367.378,5359.5175
,5611.85,5527.91,5627.56,5488.73,0.0055000000000000005,-0.0037670399977275393,-0.003774153162235659,5477.298000000001,5362.068499999999
,5580.94,5679.2,5685.89,5572.42,-0.0197,-0.005507987562034078,-0.005523212456950029,5578.67,5364.678
,5693.31,5695.64,5732.28,5670.94,-0.0033,0.020134600981196904,0.019934580336265863,5638.028,5373.0830000000005
,5712.2,5771.66,5783.62,5694.41,-0.011200000000000002,0.0033179292889373713,0.0033124371066494494,5646.274,5384.4545
,5776.65,5775.96,5786.95,5760.42,0.0016,0.01128286824691016,0.011219691455108385,5674.99,5404.494000000001
,5767.57,5718.08,5775.14,5718.08,0.0176,-0.0015718452736447341,-0.0015730819184729783,5706.134,5428.4845000000005
,5667.56,5630.73,5670.84,5603.1,0.0008,-0.01734005829144669,-0.017492157944606554,5723.4580000000005,5453.952499999999
,5662.89,5646.92,5711.15,5632.33,-0.0022,-0.0008239877478138924,-0.0008243274123172432,5717.374,5472.9619999999995
,5675.29,5632.37,5715.33,5622.2,0.0108,0.0021896946612065538,0.0021873007738032768,5709.992,5492.9415
,5614.66,5654.53,5654.53,5597.76,-0.010700000000000001,-0.010683154517214133,-0.010740629118978804,5677.594,5503.843
,5675.12,5635.6,5703.52,5631.12,0.0064,0.010768238860411783,0.010710674253909914,5659.104,5517.300499999999
,5638.94,5563.85,5645.27,5563.85,0.0213,-0.0063751955905778646,-0.006395603934347436,5653.379999999999,5531.0795
,5521.52,5594.45,5597.78,5504.65,-0.0139,-0.020823062490467947,-0.021042919881408426,5625.106,5543.753000000001
,5599.3,5624.84,5642.19,5546.09,0.0049,0.014086700763557891,0.013988405225352982,5609.908,5550.873
,5572.07,5603.65,5636.3,5528.41,-0.0076,-0.004863107888486096,-0.004874971275234351,5601.389999999999,5580.338000000001
,5614.56,5705.37,5705.37,5564.02,-0.027000000000000003,0.007625532342558694,0.007596604935651579,5589.278,5607.9535000000005
,5770.2,5726.01,5783.01,5666.29,0.0055000000000000005,0.02772078310677939,0.0273435183759844,5615.530000000001,5642.7595
,5738.52,5785.87,5812.08,5711.64,-0.0178,-0.005490277633357521,-0.005505404600509155,5658.93,5659.8595000000005
,5842.63,5781.36,5860.59,5742.35,0.011200000000000002,0.0181423084697796,0.017979700568310122,5707.596,5668.4425
,5778.15,5811.98,5865.08,5732.59,-0.012199999999999999,-0.011036125854281487,-0.011097475685101367,5748.812,5675.6965
,5849.72,5968.33,5986.09,5810.91,-0.0176,0.012386317419935455,0.012310234603366338,5795.844,5687.59
